,Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion Label
19429,2016-06-12,Season 6,Episode 8,No One,edmure,Says the man who shoved his sword through his king's back.,disgust
19430,2016-06-12,Season 6,Episode 8,No One,jaime lannister,Did I give you the impression that this was a negotiation? It's not.,neutral
19431,2016-06-12,Season 6,Episode 8,No One,edmure,You understand. On some level you understand that you're an evil man.,anger
19432,2016-06-12,Season 6,Episode 8,No One,jaime lannister,I'll leave the judgments to the gods.,neutral
19433,2016-06-12,Season 6,Episode 8,No One,edmure,"Well, that is convenient for you. You're a fine-looking fellow, aren't you?",neutral
19434,2016-06-12,Season 6,Episode 8,No One,edmure,"Your square jaw, your golden armor. Tell me, I want to know. I truly do. How do you live with yourself? All of us have to believe that we're decent, don't we? You have to sleep at night. How do you tell yourself that you're decent after everything that you've done?",neutral
19435,2016-06-12,Season 6,Episode 8,No One,jaime lannister,I was your sister's prisoner once. She hit me on the head with a rock if I remember correctly.,anger
19436,2016-06-12,Season 6,Episode 8,No One,edmure,Yeah. She should have killed you.,anger
19437,2016-06-12,Season 6,Episode 8,No One,jaime lannister,"Perhaps, but she didn't. Catelyn Stark hated me just like you hate me. But I didn't hate her. I admired her. Far more than her husband or her son.",disgust
19438,2016-06-12,Season 6,Episode 8,No One,edmure,Do you think I care whom you admire and whom you don't?,neutral
19439,2016-06-12,Season 6,Episode 8,No One,jaime lannister,"No, I don't, but I'm telling you anyway because you're my prisoner. You don't have a choice. The love she had for her children, I was a little awed by it. Reminded me of my sister.",surprise
19440,2016-06-12,Season 6,Episode 8,No One,edmure,"Oh. Oh, I see. You're a madman.",disgust
19441,2016-06-12,Season 6,Episode 8,No One,jaime lannister,I'm not here to trade insults. Your sister was a strong- -,neutral
19442,2016-06-12,Season 6,Episode 8,No One,edmure,Don't talk about Cat!,anger
19443,2016-06-12,Season 6,Episode 8,No One,jaime lannister,I'll talk about whomever I want.,neutral
19444,2016-06-12,Season 6,Episode 8,No One,jaime lannister,"She loved her children. I suppose all mothers do, but Catelyn and Cersei, there's a fierceness you don't often see.",disgust
19445,2016-06-12,Season 6,Episode 8,No One,jaime lannister,They'd do anything to protect their babies.,anger
19446,2016-06-12,Season 6,Episode 8,No One,jaime lannister,Start a war. Burn cities to ash. Free their worst enemies. The things we do for love.,anger
19447,2016-06-12,Season 6,Episode 8,No One,edmure,You didn't come here to talk about our sisters.,disgust
19448,2016-06-12,Season 6,Episode 8,No One,jaime lannister,"That's exactly why I came here. I love Cersei. You can laugh at that if you want. You can sneer. It doesn't matter. She needs me. And to get back to her, I have to take Riverrun. I'll send for your baby boy.",anger
19449,2016-06-12,Season 6,Episode 8,No One,jaime lannister,"And I'll launch him into Riverrun with a catapult. Because you don't matter to me, Lord Edmure. Your son doesn't matter to me. The people in the castle don't matter to me. Only Cersei. And if I have to slaughter every Tully who ever lived to get back to her, that's what I'll do.",anger
19450,2016-06-12,Season 6,Episode 8,No One,guard captain,Who goes there?,surprise
19451,2016-06-12,Season 6,Episode 8,No One,edmure,"Edmure Tully, son of Hoster Tully, and the rightful Lord of Riverrun. I demand entry.",anger
19452,2016-06-12,Season 6,Episode 8,No One,brynden,Don't let him in.,anger
19453,2016-06-12,Season 6,Episode 8,No One,guard captain,He's the Lord of Riverrun. I have to obey his commands.,neutral
19454,2016-06-12,Season 6,Episode 8,No One,brynden,"He's been their captive ever since they murdered his king at the Red Wedding. Why do you think the people who murdered his king at the Red Wedding would decide to let him come home? Because it's a trap, you idiot. Don't let him in.",anger
19455,2016-06-12,Season 6,Episode 8,No One,guard captain,"He's my lord, my lord. I've sworn to serve the Lord of Riverrun and obey his commands.",neutral
19456,2016-06-12,Season 6,Episode 8,No One,brynden,You're not obeying Edmure's commands. You're obeying the fucking Kinglsayer's commands.,anger
19457,2016-06-12,Season 6,Episode 8,No One,edmure,I demand entry.,anger
19458,2016-06-12,Season 6,Episode 8,No One,guard captain,My lord has given an order.,disgust
19459,2016-06-12,Season 6,Episode 8,No One,brynden,WIth a knife to his throat. That is not a valid order.,disgust
19460,2016-06-12,Season 6,Episode 8,No One,guard captain,Lower the drawbridge and open the gate for Lord Ed- -,neutral
19461,2016-06-12,Season 6,Episode 8,No One,brynden,I'll have your head before I surrender Riverrun.,anger
19462,2016-06-12,Season 6,Episode 8,No One,guard captain,"You are not lord of this castle, my lord.",disgust
19463,2016-06-12,Season 6,Episode 8,No One,guard captain,Lower the drawbridge!,surprise
19464,2016-06-12,Season 6,Episode 8,No One,guard,"Aye, ser!",neutral
19465,2016-06-12,Season 6,Episode 8,No One,black walder,"If you're wrong, we're just surrendered our most valuable prisoner.",neutral
19466,2016-06-12,Season 6,Episode 8,No One,guard captain,"Welcome home, my lord.",neutral
19467,2016-06-12,Season 6,Episode 8,No One,edmure,Command all the forces within the castle to lay down their arms. Open the gates.,anger
19468,2016-06-12,Season 6,Episode 8,No One,guard captain,My lord- -,surprise
19469,2016-06-12,Season 6,Episode 8,No One,edmure,Your lord has given a command.,disgust
19470,2016-06-12,Season 6,Episode 8,No One,edmure,Find the Blackfish. Put him in irons and hand him over to the Freys.,neutral
19471,2016-06-12,Season 6,Episode 8,No One,guard captain,Find him.,neutral
19472,2016-06-12,Season 6,Episode 8,No One,brynden,Go on.,anger
19473,2016-06-12,Season 6,Episode 8,No One,brienne,Come with us.,neutral
19474,2016-06-12,Season 6,Episode 8,No One,brynden,I've run before from the Red Wedding. I'm not running again. This is my family home.,sadness
19475,2016-06-12,Season 6,Episode 8,No One,brienne,Your family is in the North. Come with us. Don't die for pride when you can fight for your blood.,anger
19476,2016-06-12,Season 6,Episode 8,No One,brynden,You'll serve Sansa far better than I ever could.,neutral
19477,2016-06-12,Season 6,Episode 8,No One,brynden,"Go on, now.",anger
19478,2016-06-12,Season 6,Episode 8,No One,brynden,I haven't had a proper sword fight in years. I expect I'll make a damn fool of myself.,anger
19479,2016-06-12,Season 6,Episode 8,No One,guard,"We found the Blackfish, my lord.",neutral
19480,2016-06-12,Season 6,Episode 8,No One,jaime lannister,Good. Bring him to me.,neutral
19481,2016-06-12,Season 6,Episode 8,No One,guard,"He died fighting, my lord.",sadness
19482,2016-06-12,Season 6,Episode 8,No One,tyrion lannister,I was wrong. I admit it.,anger
19483,2016-06-12,Season 6,Episode 8,No One,missandei,That changes nothing.,neutral
19484,2016-06-12,Season 6,Episode 8,No One,tyrion lannister,The Unsullied could mount a defense off the beachhead. If the slavers' forces- -,neutral
19485,2016-06-12,Season 6,Episode 8,No One,grey worm,No more talking from you. Your talking gave us this.,anger
19486,2016-06-12,Season 6,Episode 8,No One,tyrion lannister,And I have acknowledged that. I'm trying- -,neutral
19487,2016-06-12,Season 6,Episode 8,No One,grey worm,You're trying to tell me what the army should do. You do not know what the army should do.,disgust
19488,2016-06-12,Season 6,Episode 8,No One,tyrion lannister,"All right, what should the army do?",anger
19489,2016-06-12,Season 6,Episode 8,No One,grey worm,"We'll not go to the beach. If we go to the beach, the Masters will take the pyramid. The pyramid is the only place in the city we can defend. We stay here.",neutral
19490,2016-06-12,Season 6,Episode 8,No One,tyrion lannister,And then?,surprise
19491,2016-06-12,Season 6,Episode 8,No One,grey worm,We wait for them to come to us. Then we fight them.,neutral
19492,2016-06-12,Season 6,Episode 8,No One,beric,Clegane.,neutral
19493,2016-06-12,Season 6,Episode 8,No One,thoros,What the fuck you doing here?,anger
19494,2016-06-12,Season 6,Episode 8,No One,sandor,Chasing them. You?,surprise
19495,2016-06-12,Season 6,Episode 8,No One,thoros,Hanging them.,joy
19496,2016-06-12,Season 6,Episode 8,No One,sandor,Any particular reason?,neutral
19497,2016-06-12,Season 6,Episode 8,No One,beric,They're our men. Or they were. They attacked a nearby sept and murdered the villagers. Why do you want them?,anger
19498,2016-06-12,Season 6,Episode 8,No One,sandor,Same reason. I was helping build it. They killed a friend of mine.,anger
19499,2016-06-12,Season 6,Episode 8,No One,thoros,You've got friends?,surprise
19500,2016-06-12,Season 6,Episode 8,No One,sandor,Not anymore. They're mine.,neutral
19501,2016-06-12,Season 6,Episode 8,No One,beric,It's the Brotherhoodo s good name they've dragged through the dirt.,neutral
19502,2016-06-12,Season 6,Episode 8,No One,sandor,"Fuck your name. They're mine. I killed you once before, Dondarrion. Happy to do it again.",anger
19503,2016-06-12,Season 6,Episode 8,No One,sandor,"Drop that arrow, you bloody girl.",anger
19504,2016-06-12,Season 6,Episode 8,No One,sandor,Tougher girls than you have tried to kill me.,anger
19505,2016-06-12,Season 6,Episode 8,No One,beric,You can have one of them.,neutral
19506,2016-06-12,Season 6,Episode 8,No One,sandor,Two.,neutral
19507,2016-06-12,Season 6,Episode 8,No One,thoros,"No, no, no.",fear
19508,2016-06-12,Season 6,Episode 8,No One,thoros,We're not butchers. We hang them.,neutral
19509,2016-06-12,Season 6,Episode 8,No One,sandor,hanging? All over in an instant. Where's the punishment in that?,anger
19510,2016-06-12,Season 6,Episode 8,No One,thoros,They die.,sadness
19511,2016-06-12,Season 6,Episode 8,No One,sandor,We all bloody die.,anger
19512,2016-06-12,Season 6,Episode 8,No One,sandor,Except this one here. I'll only gut one of them.,disgust
19513,2016-06-12,Season 6,Episode 8,No One,beric,No.,neutral
19514,2016-06-12,Season 6,Episode 8,No One,sandor,I'll chop off one hand.,anger
19515,2016-06-12,Season 6,Episode 8,No One,beric,We gave you two of the three out of respect for your loss. That's generous.,neutral
19516,2016-06-12,Season 6,Episode 8,No One,sandor,Bunch of nancies.,disgust
19517,2016-06-12,Season 6,Episode 8,No One,sandor,There was a time I would have killed all seven of you just to gut these three.,neutral
19518,2016-06-12,Season 6,Episode 8,No One,thoros,"You're getting old, Clegane.",disgust
19519,2016-06-12,Season 6,Episode 8,No One,sandor,He's not.,neutral
19520,2016-06-12,Season 6,Episode 8,No One,lem,Please don't. I'll give you anything.,fear
19521,2016-06-12,Season 6,Episode 8,No One,sandor,Got anything to eat?,neutral
19522,2016-06-12,Season 6,Episode 8,No One,thoros,Enjoying yourself?,joy
19523,2016-06-12,Season 6,Episode 8,No One,sandor,I prefer chicken.,neutral
19524,2016-06-12,Season 6,Episode 8,No One,beric,You ought to join us. We could use you.,neutral
19525,2016-06-12,Season 6,Episode 8,No One,sandor,I tried joining. Didn't work out for me.,sadness
19526,2016-06-12,Season 6,Episode 8,No One,thoros,"Clegane, we're here for a reason. The Lord of Light is keeping Beric alive for a reason. He gave a failed, drunk priest the power to bring him back for a reason. We are part of something larger than ourselves.",neutral
19527,2016-06-12,Season 6,Episode 8,No One,sandor,Lots of horrible shit in this world gets done for something larger than ourselves.,disgust
19528,2016-06-12,Season 6,Episode 8,No One,beric,Cold winds are rising in the North.,neutral
19529,2016-06-12,Season 6,Episode 8,No One,sandor,And you're going to go stop them?,anger
19530,2016-06-12,Season 6,Episode 8,No One,beric,We need good men to help us.,neutral
19531,2016-06-12,Season 6,Episode 8,No One,sandor,"Last time you saw me, you wanted to execute me.",anger
19532,2016-06-12,Season 6,Episode 8,No One,beric,True enough. But the Lord of Light gave you the power to defeat me. Why?,surprise
19533,2016-06-12,Season 6,Episode 8,No One,sandor,"I beat you because I'm better than you, Beric. I was better than you before you started yammering on about the Lord and I'm better than you now.",neutral
19534,2016-06-12,Season 6,Episode 8,No One,beric,"Aye, you're probably right. You're a fighter. You were born a fighter. You walked away from the fight. How did that go? Good and bad, young and old, the things we're fighting will destroy them all alike. You can still help a lot more than you've harmed Clegane, it's not too late for you.",neutral
19535,2016-06-12,Season 6,Episode 8,No One,arya stark,Lady Crane?,neutral
19536,2016-06-12,Season 6,Episode 8,No One,waif,"If you'd have done your job, she would have died painlessly.",sadness
19537,2016-06-12,Season 6,Episode 8,No One,waif,Instead…,neutral
19538,2016-06-12,Season 6,Episode 8,No One,waif,The Many-Faced God was promised a name. He must always receive what is his. You can't change that. I can't change that. No one can. And now he's been promised another name.,anger
19539,2016-06-12,Season 6,Episode 8,No One,waif,It will all be over soon. On your knees or on your feet?,neutral
19540,2016-06-12,Season 6,Episode 8,No One,waif,Haven't we been through this already? That won't help you.,sadness
19541,2016-06-12,Season 6,Episode 8,No One,arya stark,You told her to kill me.,anger
19542,2016-06-12,Season 6,Episode 8,No One,jaqen hghar,Yes. But here you are. And there she is.,neutral
19543,2016-06-12,Season 6,Episode 8,No One,jaqen hghar,Finally a girl is no one.,neutral
19544,2016-06-12,Season 6,Episode 8,No One,arya stark,A girl is Arya Stark of Winterfell and I'm going home.,sadness
19545,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Despite appearances, I think you'll find the city's on the rise.",neutral
19546,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,Perhaps we should take shelter.,neutral
19547,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,The city is on the rise?,neutral
19548,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,Meereen is strong. Commerce has returned to the markets. The people are behind you.,neutral
19549,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Well, not all the people, of course. No ruler that ever lived had the support of all the people. But the rebirth of Meereen is the cause of this violence. The Masters cannot let Meereen succeed. Because if Meereen succeeds, a city without slavery, a city without Masters…",anger
19550,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,it proves that no one needs a Master.,neutral
19551,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Good. Shall we begin?,neutral
19552,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,Do we have a plan?,neutral
19553,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"I will crucify the Masters. I will set their fleets afire, kill every last one of their soldiers, and return their cities to the dirt. That is my plan.",anger
19554,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,You don't approve?,anger
19555,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,You once told me you knew what your father was. Did you know his plans for King's Landing when the Lannister armies were at his gates?,neutral
19556,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Probably not. Well, he told my brother and Jaime told me. He had caches of wildfire hidden under the Red Keep, the Guildhalls, the Sept of Baelor, all the major thoroughfares. He would have burned every one of his citizens. The loyal ones and the trators. Every man, woman, and child. That's why Jaime killed him.",anger
19557,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,This is entirely different.,neutral
19558,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,You're talking about destroying cities. It's not entirely different. I'd like to suggest an alternate approach.,neutral
19559,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,"Once before, I offered you peace. If you had not been so arrogant, you could have returned to your homeland with a fleet of ships. Instead, you will flee Slaver's Bay on foot like the beggar queen you are.",neutral
19560,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"We are here to discuss terms of surrender, not to trade insults.",neutral
19561,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yezzan,The terms are simple. You and your foreign friends will abandon the Great Pyramid and the city of Meereen. The Unsullied you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The translator you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The dragons beneath the Great Pyramid will be slaughtered.,anger
19562,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"We obviously didn't communicate clearly. We're here to discuss your surrender, not mine.",neutral
19563,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,I imagine it's difficult adjust to the new reality. Your reign is over.,neutral
19564,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,My reign has just begun.,neutral
19565,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Dracarys.,neutral
19566,2016-06-19,Season 6,Episode 9,Battle of the Bastards,grey worm,You men have a choice,neutral
19567,2016-06-19,Season 6,Episode 9,Battle of the Bastards,grey worm,"fight and die for the masters who would never fight and die for you, or go home to your families.",anger
19568,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Thank you for the armada. Our queen does love ships. Now, last time we spoke, we made a pact. You violated that pact. You declared war upon us. Though our queen does have a forgiving nature, this cannot be forgiven.",neutral
19569,2016-06-19,Season 6,Episode 9,Battle of the Bastards,missandei,Our queen insists that one of you must die as punishment for your crimes.,disgust
19570,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"It always seems a bit abstract, doesn't it, other people dying?",disgust
19571,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,Him. He should die.,anger
19572,2016-06-19,Season 6,Episode 9,Battle of the Bastards,belicho,"Yes, him.",neutral
19573,2016-06-19,Season 6,Episode 9,Battle of the Bastards,razdal,"He's not one of us. He's an outsider, a lowborn. He does not speak for us.",neutral
19574,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yezzan,Please.,neutral
19575,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Tell your people what happened here. Tell them you live by the grace of Her Majesty. When they come forward with notions of retribution or ideas about returning the slave cities to their former glory, remind the what happened when Daenerys Stormborn and her dragons came to Meereen.",anger
19576,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You don't have to be here.,neutral
19577,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"Yes, I do.",neutral
19578,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,My beloved wife. I've missed you terribly.,sadness
19579,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Thank you for returning Lady Bolton safely. Now, dismount and kneel before me, surrender your army and proclaim me the true Lord of Winterfell and Warden of the North. I will pardon you for deserting the Night's Watch. I will pardon these treasonous lords for betraying my house. Come, bastard, you don't have the men, you don't have the horses, and you don't have Winterfell. Why lead those pour souls into slaughter? There's no need for a battle. Get off your hose and kneel. I'm a man of mercy.",anger
19580,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're right. There's no need for a battle. Thousands of men don't need to die. Only one of us. Let's end this the old way. You against me.,anger
19581,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"I keep hearing stories about you, bastard. The way people in the North talk about you, you're the greatest swordsman who ever walked. Maybe you are that good. Maybe not. I don't know if I'd beat you. But I know that my army will beat yours. I have 6,000 men. You have, what, half that? Not even?",disgust
19582,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, you have the numbers. Will your men want to fight for you when they hear you wouldn't fight for them?",neutral
19583,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"He's good. Very good. Tell me, will you let your little brother die because you're too proud to surrender?",neutral
19584,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,How do we know you have him?,surprise
19585,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Now, if you want to save —",neutral
19586,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"You're going to die tomorrow, Lord Bolton. Sleep well.",neutral
19587,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"She's a fine woman, your sister. I look forward to having her back in my bed. And you're all fine-looking men. My dogs are desperate to meet you. I haven't fed them for seven days. They're ravenous. I wonder which parts they'll try first. Your eyes? Your balls? We'll find out soon enough. In the morning, then, bastard.",surprise
19588,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"If he was smart, he'd stay inside the walls of Winterfell and wait us out.",neutral
19589,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"That's not his way. He knows the North is watching. If the other houses sense weakness on his part, they'll stop fearing him. He can't have that. Fear is his power.",fear
19590,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"It's his weakness, too. His mean don't want to fight for him. They're forced to fight for him. If they feel the tide turning...",disgust
19591,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,It's not his men that worry me. It's his horses. I know what mounted knights can do to us.,fear
19592,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,You and Stannis cut through us like piss through snow.,disgust
19593,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"We're digging trenches all along our flanks. They won't be able to hit us the way that Stannis hit you, in a double envelopment.",neutral
19594,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,stares blankly at JON SNOW.,sadness
19595,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,A pincer move.,disgust
19596,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,They won't be able to hit us from the sides.,neutral
19597,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Good.,neutral
19598,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"It's crucial that we let them charge at us. They've got the numbers, we need the patience. If we let him buckle our center, he'll pursue. Then we'll have him surrounded on three sides.",neutral
19599,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Did you really think that cunt would fight you man to man?,surprise
19600,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,No. But I wanted to make him angry. I want him coming at us full tilt.,anger
19601,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We should all get some sleep.,neutral
19602,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Rest, Jon Snow. We need you sharp tomorrow.",neutral
19603,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"So you've met the enemy, drawn up your battle plans.",neutral
19604,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, for what they're worth.",neutral
19605,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"You've known him for the space of a single conversation, you and your trusted advisors, and you sit around and make your plans on how to defeat a man you don't know. I lived with him. I know the way his mind works. I know how he likes to hurt people. Did it ever once occur to you that I might have some insight?",neutral
19606,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're right.,neutral
19607,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You think he's going to fall into your trap. He won't He's the one who lays traps.,neutral
19608,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,He's overconfident.,neutral
19609,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,He plays with people. He's far better at it than you. He's been doing it all his life.,neutral
19610,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, and what have I been doing all my life? Playing with broomsticks? I fought beyond the Wall against worse than Ramsay Bolton. I've defended the Wall from worse than Ramsay Bolton.",disgust
19611,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You don't know him.,surprise
19612,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"All right, tell me. What should we do? How do we get Rickon back?",anger
19613,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"We'll never get him back. Rickon is Ned Starks trueborn son, which makes him a greater threat to Ramsay than you, a bastard, or me, a girl. As long as he lives, Ramsay's claim to Winterfell will be contested, which means he won't live long.",anger
19614,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,We can't give up on our brother.,sadness
19615,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"Listen to me, please. He wants you to make a mistake.",anger
19616,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Of course he does. What should I do differently?,neutral
19617,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,I don't know! I don't know anything about battles! Just don't do what he wants you to do.,anger
19618,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Aye, that's good advice.",neutral
19619,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You think that's obvious?,surprise
19620,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Well, it is a bit obvious.",neutral
19621,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"If you had asked for my advice earlier, I would have told you not to attack Winterfell until we have a larger force, or is that obvious, too?",neutral
19622,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,When will we have a larger force?! We've pleaded with every house that'll have us! The Blackfish can't help us! We're lucky to have this many men!,anger
19623,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,It's not enough!,anger
19624,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"Now, it's not enough! It's what we have! Battles have been won against greater odds.",anger
19625,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,"If Ramsay wins, I'm not going back there alive. Do you understand me?",neutral
19626,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"SNOW I won't ever let him touch you again. I'll protect you, I promise.",surprise
19627,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,No one can protect me. No one can protect anyone.,fear
19628,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,You think there's hope?,surprise
19629,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"I've never seen these Bolton fuckers fight. And they've never seen the free folk fight, so, yes, there's hope. You want to avenge your king, don't you?",anger
19630,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,It wasn't the Boltons defeated Stannis. It was Stannis himself. I loved the man. He lifted me up and made me something. But he had demons in his skull whispering foul things.,disgust
19631,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,You saw these demons?,surprise
19632,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,What?,surprise
19633,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, it's a manner of speaking. Not actual demons.",neutral
19634,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Oh. Well, you loved that cunt Stannis and I loved the man he burned. Mance didn't have demons in his skull. He didn't torch people or listen to some red witch. I believed in him. I thought he was the man to lead us through the Long Night. But I was wrong just like you.",disgust
19635,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"Maybe that was our mistake, believing in kings.",neutral
19636,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Jon Snow's not a king.,neutral
19637,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, he's not.",neutral
19638,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,I need a good drink to help me sleep the night before a fight. You want some? I have a jug of sour goat's milk stronger than any of that grape water you southern twats like sucking on.,disgust
19639,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"No, thanks. It does sound delicious, but I better keep a clear head. I can never sleep the night before a battle.",neutral
19640,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,So what do you do all night?,neutral
19641,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,I walk. Think and walk. Think and walk until I'm far enough away from camp that no one can hear me shitting my guts out.,neutral
19642,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Happy shitting.,joy
19643,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,My lady. You weren't at the war council.,surprise
19644,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I'm not a soldier.,neutral
19645,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Any advice?,neutral
19646,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,Don't lose.,neutral
19647,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,"If I do, if I fall, don't bring me back.",fear
19648,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I'll have to try.,neutral
19649,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,I'm ordering you not to bring me back.,sadness
19650,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,"I am not your servant, Jon Snow.",neutral
19651,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,You're in my camp. I'm the commander.,neutral
19652,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I serve the Lord of Light. I do what he commands.,neutral
19653,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,How do you know what he commands?,surprise
